city,city_key,date,timestamp,lat,lon,current_speed,free_flow_speed,confidence,congestion_level,traffic_index
Reutlingen,reutlingen,2024-01-08,2026-01-12 15:59:28.112591,48.4914,9.2115,24,30,1.0,0.19999999999999996,19.999999999999996
Bremerhaven,bremerhaven,2024-01-08,2026-01-12 15:59:29.325274,53.5396,8.5809,25,39,1.0,0.3589743589743589,35.89743589743589
Koblenz,koblenz,2024-01-08,2026-01-12 15:59:31.352431,50.3569,7.589,64,64,1.0,0.0,0.0
Bergisch Gladbach,bergisch_gladbach,2024-01-08,2026-01-12 15:59:32.333511,50.9916,7.1233,25,31,1.0,0.19354838709677424,19.354838709677423
Jena,jena,2024-01-08,2026-01-12 15:59:33.311150,50.9271,11.5862,25,33,0.992491,0.24242424242424243,24.242424242424242
Remscheid,remscheid,2024-01-08,2026-01-12 15:59:33.992464,51.1784,7.1997,27,41,1.0,0.3414634146341463,34.14634146341463
Erlangen,erlangen,2024-01-08,2026-01-12 15:59:34.684309,49.5897,11.0039,34,42,1.0,0.19047619047619047,19.047619047619047
Moers,moers,2024-01-08,2026-01-12 15:59:35.387056,51.4514,6.6314,32,38,0.993666,0.1578947368421053,15.789473684210531
Siegen,siegen,2024-01-08,2026-01-12 15:59:36.122908,50.875,8.0167,17,22,0.758174,0.2272727272727273,22.72727272727273
Hildesheim,hildesheim,2024-01-08,2026-01-12 15:59:36.871337,52.1508,9.9513,16,27,1.0,0.40740740740740744,40.74074074074075
Salzgitter,salzgitter,2024-01-08,2026-01-12 15:59:37.526297,52.15,10.3333,23,31,1.0,0.25806451612903225,25.806451612903224
